Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
cow,1,102.0,swelling in neck,sweats,chills,anthrax
cow,10,102.9,painless lumps,depression,loss of appetite,lumpy virus
buffalo,4,104.1,swelling in limb,crackling sound,loss of appetite,blackleg
cow,4,101.4,nasal discharge,loss of appetite,depression,pneumonia
goat,5,103.5,depression,coughing,loss of appetite,pneumonia
goat,5,101.3,chest discomfort,chills,swelling in abdomen,anthrax
sheep,10,104.1,sores on hooves,difficulty walking,loss of appetite,foot and mouth
buffalo,8,101.0,chills,fatigue,shortness of breath,anthrax
buffalo,1,101.2,loss of appetite,depression,coughing,pneumonia
buffalo,12,100.3,crackling sound,difficulty walking,swelling in limb,blackleg
sheep,10,100.5,painless lumps,depression,loss of appetite,lumpy virus
cow,13,103.1,depression,loss of appetite,difficult breathing,pneumonia
goat,10,101.0,sores on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,2,103.1,painless lumps,loss of appetite,depression,lumpy virus
cow,11,104.4,chest discomfort,swelling in extremities,chills,anthrax
goat,8,105.0,depression,loss of appetite,coughing,pneumonia
goat,2,103.3,chills,shortness of breath,swelling in extremities,anthrax
cow,4,100.2,chills,chest discomfort,fatigue,anthrax
buffalo,3,103.1,blisters on mouth,lameness,loss of appetite,foot and mouth
buffalo,4,100.3,loss of appetite,depression,painless lumps,lumpy virus
sheep,4,102.0,chest discomfort,swelling in abdomen,shortness of breath,anthrax
buffalo,7,102.7,chest discomfort,fatigue,sweats,anthrax
goat,3,101.3,depression,loss of appetite,difficult breathing,pneumonia
cow,13,103.9,loss of appetite,swelling in limb,crackling sound,blackleg
cow,7,103.9,fatigue,sweats,swelling in extremities,anthrax
goat,6,100.9,loss of appetite,painless lumps,depression,lumpy virus
goat,10,102.5,lameness,blisters on hooves,loss of appetite,foot and mouth
buffalo,4,102.3,sweats,swelling in extremities,shortness of breath,anthrax
goat,5,101.4,painless lumps,depression,loss of appetite,lumpy virus
sheep,6,101.2,loss of appetite,blisters on hooves,lameness,foot and mouth
buffalo,7,101.0,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
cow,10,102.1,lameness,sores on gums,loss of appetite,foot and mouth
buffalo,9,100.0,sweats,fatigue,shortness of breath,anthrax
cow,13,102.6,loss of appetite,depression,lameness,blackleg
goat,2,100.6,sores on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,8,101.5,fatigue,chest discomfort,swelling in abdomen,anthrax
sheep,6,102.2,painless lumps,loss of appetite,depression,lumpy virus
sheep,9,102.2,swelling in muscle,loss of appetite,difficulty walking,blackleg
sheep,3,101.2,loss of appetite,difficulty walking,sores on mouth,foot and mouth
goat,6,103.6,chills,fatigue,sweats,anthrax
buffalo,5,101.4,coughing,depression,loss of appetite,pneumonia
buffalo,12,104.3,depression,loss of appetite,swelling in muscle,blackleg
sheep,4,100.0,nasal discharge,loss of appetite,depression,pneumonia
buffalo,9,100.9,lameness,loss of appetite,blisters on hooves,foot and mouth
sheep,8,103.3,difficulty walking,sores on gums,loss of appetite,foot and mouth
cow,1,102.9,sweats,fatigue,chest discomfort,anthrax
buffalo,2,101.6,depression,difficult breathing,loss of appetite,pneumonia
cow,12,100.3,sores on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,15,102.1,sores on hooves,lameness,loss of appetite,foot and mouth
goat,5,101.5,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
goat,5,101.6,nasal discharge,depression,loss of appetite,pneumonia
cow,1,102.6,lameness,loss of appetite,blisters on hooves,foot and mouth
buffalo,14,101.7,depression,loss of appetite,difficult breathing,pneumonia
sheep,9,104.3,painless lumps,loss of appetite,depression,lumpy virus
goat,5,100.0,depression,painless lumps,loss of appetite,lumpy virus
buffalo,1,100.8,depression,nasal discharge,loss of appetite,pneumonia
cow,8,100.7,swelling in neck,shortness of breath,chest discomfort,anthrax
cow,15,103.6,loss of appetite,sores on mouth,lameness,foot and mouth
goat,10,101.1,lameness,loss of appetite,blisters on mouth,foot and mouth
goat,2,104.2,depression,crackling sound,loss of appetite,blackleg
cow,1,100.7,loss of appetite,painless lumps,depression,lumpy virus
goat,8,101.4,shortness of breath,chills,sweats,anthrax
buffalo,13,100.5,loss of appetite,blisters on hooves,lameness,foot and mouth
buffalo,4,103.8,depression,loss of appetite,painless lumps,lumpy virus
buffalo,2,101.1,difficulty walking,crackling sound,swelling in muscle,blackleg
buffalo,8,104.2,loss of appetite,coughing,depression,pneumonia
buffalo,9,100.3,coughing,loss of appetite,depression,pneumonia
buffalo,15,102.4,crackling sound,loss of appetite,depression,blackleg
cow,1,102.9,shortness of breath,chest discomfort,swelling in neck,anthrax
buffalo,4,101.1,loss of appetite,blisters on mouth,lameness,foot and mouth
cow,1,100.6,crackling sound,swelling in muscle,lameness,blackleg
sheep,6,102.6,loss of appetite,painless lumps,depression,lumpy virus
goat,5,104.2,lameness,sores on tongue,loss of appetite,foot and mouth
sheep,7,100.5,loss of appetite,sores on tongue,lameness,foot and mouth
cow,12,102.8,lameness,depression,crackling sound,blackleg
goat,8,101.3,difficulty walking,loss of appetite,sores on hooves,foot and mouth
sheep,4,101.1,loss of appetite,coughing,depression,pneumonia
goat,5,104.0,blisters on tongue,lameness,loss of appetite,foot and mouth
sheep,4,100.5,shortness of breath,sweats,chest discomfort,anthrax
buffalo,6,102.8,sweats,chest discomfort,swelling in extremities,anthrax
goat,10,100.6,loss of appetite,painless lumps,depression,lumpy virus
buffalo,1,102.4,depression,painless lumps,loss of appetite,lumpy virus
goat,5,100.6,difficulty walking,loss of appetite,sores on tongue,foot and mouth
buffalo,15,104.4,loss of appetite,sores on gums,lameness,foot and mouth
cow,8,103.0,depression,crackling sound,lameness,blackleg
goat,4,101.0,depression,loss of appetite,difficult breathing,pneumonia
goat,7,100.5,fatigue,chills,chest discomfort,anthrax
goat,8,102.0,lameness,blisters on tongue,loss of appetite,foot and mouth
goat,6,104.4,loss of appetite,difficult breathing,depression,pneumonia
sheep,7,100.4,coughing,depression,loss of appetite,pneumonia
sheep,2,100.0,lameness,sores on gums,loss of appetite,foot and mouth
sheep,5,100.0,fatigue,swelling in abdomen,shortness of breath,anthrax
cow,9,100.9,painless lumps,loss of appetite,depression,lumpy virus
cow,7,102.3,sweats,swelling in abdomen,chills,anthrax
cow,3,104.6,blisters on gums,loss of appetite,lameness,foot and mouth
buffalo,10,100.7,sweats,shortness of breath,chills,anthrax
goat,5,102.2,loss of appetite,coughing,depression,pneumonia
sheep,8,103.2,sores on mouth,difficulty walking,loss of appetite,foot and mouth
sheep,4,102.5,shortness of breath,fatigue,sweats,anthrax
sheep,6,100.2,loss of appetite,sores on hooves,difficulty walking,foot and mouth
sheep,1,102.4,swelling in neck,shortness of breath,fatigue,anthrax
buffalo,14,104.9,lameness,loss of appetite,blisters on hooves,foot and mouth
cow,7,103.8,shortness of breath,swelling in abdomen,chest discomfort,anthrax
goat,5,102.8,loss of appetite,lameness,crackling sound,blackleg
buffalo,11,104.9,depression,loss of appetite,painless lumps,lumpy virus
buffalo,4,103.7,sores on mouth,loss of appetite,difficulty walking,foot and mouth
cow,15,101.3,sores on tongue,loss of appetite,difficulty walking,foot and mouth
cow,13,102.2,chills,sweats,shortness of breath,anthrax
sheep,9,101.5,coughing,loss of appetite,depression,pneumonia
sheep,3,103.4,lameness,crackling sound,swelling in muscle,blackleg
goat,6,100.9,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
cow,7,100.2,chest discomfort,swelling in extremities,fatigue,anthrax
buffalo,4,104.0,painless lumps,depression,loss of appetite,lumpy virus
sheep,2,101.2,loss of appetite,difficult breathing,depression,pneumonia
cow,10,104.4,shortness of breath,chest discomfort,swelling in extremities,anthrax
sheep,4,103.9,loss of appetite,difficult breathing,depression,pneumonia
cow,2,100.5,difficulty walking,sores on hooves,loss of appetite,foot and mouth
cow,14,102.3,fatigue,chills,sweats,anthrax
cow,5,103.2,fatigue,sweats,chills,anthrax
cow,12,103.2,depression,coughing,loss of appetite,pneumonia
goat,6,102.3,swelling in muscle,loss of appetite,crackling sound,blackleg
cow,14,100.3,difficulty walking,loss of appetite,depression,blackleg
goat,1,102.7,crackling sound,swelling in muscle,difficulty walking,blackleg
sheep,8,100.3,shortness of breath,fatigue,chills,anthrax
goat,4,102.0,depression,painless lumps,loss of appetite,lumpy virus
sheep,9,102.9,shortness of breath,swelling in neck,chills,anthrax
cow,15,102.8,loss of appetite,swelling in muscle,difficulty walking,blackleg
buffalo,3,101.5,blisters on gums,difficulty walking,loss of appetite,foot and mouth
sheep,2,103.8,depression,loss of appetite,painless lumps,lumpy virus
cow,1,102.8,swelling in neck,shortness of breath,chest discomfort,anthrax
goat,1,100.5,nasal discharge,loss of appetite,depression,pneumonia
cow,13,102.3,depression,loss of appetite,painless lumps,lumpy virus
sheep,4,102.1,swelling in neck,chest discomfort,fatigue,anthrax
goat,8,100.7,swelling in neck,chills,sweats,anthrax
buffalo,14,101.9,depression,painless lumps,loss of appetite,lumpy virus
sheep,8,100.9,swelling in muscle,difficulty walking,loss of appetite,blackleg
buffalo,10,103.0,difficulty walking,depression,crackling sound,blackleg
goat,8,102.8,painless lumps,loss of appetite,depression,lumpy virus
sheep,6,104.1,depression,nasal discharge,loss of appetite,pneumonia
sheep,3,100.1,nasal discharge,loss of appetite,depression,pneumonia
buffalo,7,104.1,depression,painless lumps,loss of appetite,lumpy virus
cow,12,101.1,swelling in limb,crackling sound,lameness,blackleg
buffalo,8,104.1,coughing,depression,loss of appetite,pneumonia
sheep,6,100.0,loss of appetite,difficulty walking,blisters on gums,foot and mouth
buffalo,15,102.5,loss of appetite,sores on mouth,difficulty walking,foot and mouth
cow,4,100.6,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
sheep,3,101.9,painless lumps,loss of appetite,depression,lumpy virus
cow,10,104.5,difficult breathing,depression,loss of appetite,pneumonia
goat,2,101.1,loss of appetite,lameness,sores on hooves,foot and mouth
cow,12,102.4,depression,loss of appetite,nasal discharge,pneumonia
cow,11,104.7,chills,swelling in neck,sweats,anthrax
sheep,4,102.2,crackling sound,depression,loss of appetite,blackleg
goat,3,103.2,loss of appetite,lameness,blisters on tongue,foot and mouth
buffalo,6,101.9,loss of appetite,crackling sound,lameness,blackleg
cow,1,104.8,depression,lameness,swelling in muscle,blackleg
cow,14,102.4,loss of appetite,depression,nasal discharge,pneumonia
cow,10,103.2,sores on tongue,loss of appetite,lameness,foot and mouth
cow,10,104.8,painless lumps,depression,loss of appetite,lumpy virus
goat,2,102.0,crackling sound,loss of appetite,difficulty walking,blackleg
cow,10,103.2,swelling in neck,shortness of breath,fatigue,anthrax
goat,6,104.4,chest discomfort,shortness of breath,swelling in abdomen,anthrax
buffalo,3,101.0,depression,crackling sound,loss of appetite,blackleg
goat,3,101.8,swelling in extremities,chest discomfort,sweats,anthrax
sheep,1,101.5,swelling in limb,difficulty walking,depression,blackleg
cow,5,102.2,fatigue,sweats,shortness of breath,anthrax
buffalo,2,102.6,chest discomfort,chills,swelling in neck,anthrax
sheep,8,100.5,lameness,loss of appetite,swelling in limb,blackleg
cow,15,101.6,depression,painless lumps,loss of appetite,lumpy virus
buffalo,11,101.1,painless lumps,loss of appetite,depression,lumpy virus
cow,14,102.9,loss of appetite,difficult breathing,depression,pneumonia
buffalo,3,103.5,painless lumps,loss of appetite,depression,lumpy virus
goat,5,102.0,chills,shortness of breath,swelling in extremities,anthrax
sheep,9,100.6,loss of appetite,depression,nasal discharge,pneumonia
cow,8,101.7,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
goat,10,101.4,depression,difficult breathing,loss of appetite,pneumonia
cow,10,101.5,difficult breathing,loss of appetite,depression,pneumonia
goat,6,100.6,fatigue,chest discomfort,chills,anthrax
cow,14,101.5,loss of appetite,depression,painless lumps,lumpy virus
sheep,5,100.1,fatigue,chills,chest discomfort,anthrax
goat,9,101.6,loss of appetite,sores on gums,difficulty walking,foot and mouth
sheep,6,100.9,loss of appetite,depression,coughing,pneumonia
buffalo,12,101.3,swelling in muscle,crackling sound,lameness,blackleg
buffalo,14,100.7,chest discomfort,swelling in abdomen,sweats,anthrax
goat,1,100.3,loss of appetite,painless lumps,depression,lumpy virus
buffalo,7,100.2,difficult breathing,depression,loss of appetite,pneumonia
buffalo,14,101.8,chest discomfort,chills,swelling in neck,anthrax
cow,15,104.9,sweats,fatigue,shortness of breath,anthrax
goat,1,100.8,depression,crackling sound,difficulty walking,blackleg
buffalo,10,102.9,difficulty walking,swelling in muscle,depression,blackleg
goat,10,100.7,fatigue,chills,shortness of breath,anthrax
sheep,4,102.7,nasal discharge,depression,loss of appetite,pneumonia
goat,9,101.8,sores on gums,lameness,loss of appetite,foot and mouth
cow,13,102.2,depression,difficulty walking,swelling in limb,blackleg
goat,4,101.0,swelling in extremities,chest discomfort,shortness of breath,anthrax
buffalo,9,102.5,coughing,loss of appetite,depression,pneumonia
goat,5,101.4,fatigue,sweats,chest discomfort,anthrax
buffalo,4,103.5,loss of appetite,depression,painless lumps,lumpy virus
goat,1,100.4,crackling sound,loss of appetite,lameness,blackleg
goat,4,103.7,crackling sound,loss of appetite,swelling in limb,blackleg
cow,15,100.5,loss of appetite,depression,difficult breathing,pneumonia
sheep,7,104.0,crackling sound,swelling in muscle,lameness,blackleg
cow,8,101.8,nasal discharge,depression,loss of appetite,pneumonia
cow,11,103.8,crackling sound,swelling in limb,loss of appetite,blackleg
buffalo,8,101.0,swelling in abdomen,chest discomfort,sweats,anthrax
cow,9,100.5,blisters on gums,loss of appetite,difficulty walking,foot and mouth
goat,5,100.3,swelling in limb,crackling sound,loss of appetite,blackleg
buffalo,10,100.0,depression,loss of appetite,painless lumps,lumpy virus
sheep,8,100.3,loss of appetite,difficult breathing,depression,pneumonia
cow,8,102.5,lameness,loss of appetite,blisters on gums,foot and mouth
buffalo,2,102.8,painless lumps,depression,loss of appetite,lumpy virus
buffalo,14,103.5,depression,painless lumps,loss of appetite,lumpy virus
sheep,2,103.5,loss of appetite,sores on tongue,lameness,foot and mouth
sheep,5,101.5,difficulty walking,loss of appetite,crackling sound,blackleg
cow,8,101.1,depression,loss of appetite,painless lumps,lumpy virus
buffalo,5,102.3,loss of appetite,depression,swelling in limb,blackleg
sheep,5,100.2,blisters on hooves,loss of appetite,lameness,foot and mouth
buffalo,6,103.2,blisters on tongue,loss of appetite,lameness,foot and mouth
cow,2,102.6,difficult breathing,loss of appetite,depression,pneumonia
buffalo,7,102.2,crackling sound,difficulty walking,swelling in limb,blackleg
buffalo,1,104.8,fatigue,shortness of breath,chest discomfort,anthrax
cow,15,100.8,chills,fatigue,sweats,anthrax
cow,10,104.4,difficult breathing,loss of appetite,depression,pneumonia
buffalo,10,100.1,sores on mouth,loss of appetite,lameness,foot and mouth
sheep,2,100.2,loss of appetite,lameness,sores on hooves,foot and mouth
sheep,6,103.7,loss of appetite,depression,nasal discharge,pneumonia
sheep,1,100.7,chest discomfort,shortness of breath,fatigue,anthrax
cow,7,103.5,nasal discharge,loss of appetite,depression,pneumonia
goat,9,101.7,loss of appetite,depression,difficult breathing,pneumonia
goat,10,101.0,chest discomfort,fatigue,shortness of breath,anthrax
sheep,4,100.2,depression,painless lumps,loss of appetite,lumpy virus
cow,1,100.4,difficulty walking,crackling sound,depression,blackleg
buffalo,5,102.8,fatigue,chills,swelling in abdomen,anthrax
sheep,5,100.7,depression,loss of appetite,coughing,pneumonia
